id,ts,market,contract_type,algorithm,signal,stake,entry_price,exit_price,pnl,result,balance_after,contract_id,duration_ticks,notes
494,2026-04-03T03:48:57.822433,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 4.0% (expected 10%),9,1.0,9784.97,,,CANCELLED,,,,WebSocket is not connected
493,2026-04-03T03:48:57.799789,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 5.0% (expected 10%),9,1.0,9785.38,,,CANCELLED,,,,WebSocket is not connected
492,2026-04-03T03:48:57.777382,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 5.0% (expected 10%),9,1.0,9785.28,,,CANCELLED,,,,WebSocket is not connected
491,2026-04-03T03:48:57.755597,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 5.0% (expected 10%),9,1.0,9785.48,,,CANCELLED,,,,WebSocket is not connected
490,2026-04-03T03:48:57.736743,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 5.0% (expected 10%),9,1.0,9786.08,,,CANCELLED,,,,WebSocket is not connected
489,2026-04-03T03:48:57.707265,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 5.0% (expected 10%),9,1.0,9785.51,,,CANCELLED,,,,WebSocket is not connected
488,2026-04-03T03:48:57.695986,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 5.0% (expected 10%),9,1.0,9785.16,,,CANCELLED,,,,WebSocket is not connected
487,2026-04-03T03:48:57.654070,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 5.0% (expected 10%),9,1.0,9785.35,,,CANCELLED,,,,WebSocket is not connected
486,2026-04-03T03:48:57.621223,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 5.0% (expected 10%),9,1.0,9787.45,,,CANCELLED,,,,WebSocket is not connected
485,2026-04-03T03:48:57.577040,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 5.0% (expected 10%),9,1.0,9785.27,,,CANCELLED,,,,WebSocket is not connected
484,2026-04-03T03:48:57.511599,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 6.0% (expected 10%),9,1.0,9785.38,,,CANCELLED,,,,WebSocket is not connected
483,2026-04-03T03:48:57.460774,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 6.0% (expected 10%),9,1.0,9785.23,,,CANCELLED,,,,WebSocket is not connected
482,2026-04-03T03:48:57.406511,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 6.0% (expected 10%),9,1.0,9785.11,,,CANCELLED,,,,WebSocket is not connected
481,2026-04-03T03:48:40.330304,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 6.0% (expected 10%),9,1.0,9785.37,,,CANCELLED,,,,WebSocket is not connected
480,2026-04-03T03:48:40.311093,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 6.0% (expected 10%),9,1.0,9785.83,,,CANCELLED,,,,WebSocket is not connected
479,2026-04-03T03:48:40.270985,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 6.0% (expected 10%),9,1.0,9785.13,,,CANCELLED,,,,WebSocket is not connected
478,2026-04-03T03:48:40.242758,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 6.0% (expected 10%),9,1.0,9785.25,,,CANCELLED,,,,WebSocket is not connected
477,2026-04-03T03:48:40.220893,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 6.0% (expected 10%),9,1.0,9785.43,,,CANCELLED,,,,WebSocket is not connected
476,2026-04-03T03:48:40.191686,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 6.0% (expected 10%),9,1.0,9785.53,,,CANCELLED,,,,WebSocket is not connected
475,2026-04-03T03:48:40.158102,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 6.0% (expected 10%),9,1.0,9785.29,,,CANCELLED,,,,WebSocket is not connected
474,2026-04-03T03:48:40.139801,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 5.0% (expected 10%),9,1.0,9784.82,,,CANCELLED,,,,WebSocket is not connected
473,2026-04-03T03:48:40.126430,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 6.0% (expected 10%),9,1.0,9787.53,,,CANCELLED,,,,WebSocket is not connected
472,2026-04-03T03:48:37.321118,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 6.0% (expected 10%),9,1.0,9785.16,,,CANCELLED,,,,Request 80 timed out
471,2026-04-03T03:48:35.319042,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 4.0% (expected 10%),6,1.0,9785.37,,,CANCELLED,,,,WebSocket is not connected
470,2026-04-03T03:48:35.292755,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 4.0% (expected 10%),6,1.0,9786.1,,,CANCELLED,,,,WebSocket is not connected
469,2026-04-03T03:48:35.258577,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 4.0% (expected 10%),6,1.0,9785.03,,,CANCELLED,,,,WebSocket is not connected
468,2026-04-03T03:48:35.228618,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 4.0% (expected 10%),6,1.0,9785.13,,,CANCELLED,,,,WebSocket is not connected
467,2026-04-03T03:48:35.206974,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 4.0% (expected 10%),6,1.0,9785.69,,,CANCELLED,,,,WebSocket is not connected
466,2026-04-03T03:48:35.177830,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 4.0% (expected 10%),6,1.0,9785.59,,,CANCELLED,,,,WebSocket is not connected
465,2026-04-03T03:48:35.145813,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 4.0% (expected 10%),6,1.0,9785.23,,,CANCELLED,,,,WebSocket is not connected
464,2026-04-03T03:48:35.128192,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 5.0% (expected 10%),6,1.0,9784.97,,,CANCELLED,,,,WebSocket is not connected
463,2026-04-03T03:48:35.115933,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 5.0% (expected 10%),6,1.0,9787.43,,,CANCELLED,,,,WebSocket is not connected
462,2026-04-03T03:48:35.086811,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 5.0% (expected 10%),6,1.0,9785.23,,,CANCELLED,,,,WebSocket is not connected
461,2026-04-03T03:48:35.056299,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 5.0% (expected 10%),6,1.0,9785.84,,,CANCELLED,,,,WebSocket is not connected
460,2026-04-03T03:48:35.026081,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 5.0% (expected 10%),6,1.0,9785.09,,,CANCELLED,,,,WebSocket is not connected
459,2026-04-03T03:48:35.003723,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 5.0% (expected 10%),6,1.0,9785.24,,,CANCELLED,,,,WebSocket is not connected
458,2026-04-03T03:48:34.980078,1HZ10V,DIGITMATCH,Digit 9 underrepresented at 5.0% (expected 10%),9,1.0,9785.72,,,CANCELLED,,,,WebSocket is not connected
457,2026-04-03T03:48:34.958545,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 6.0% (expected 10%),6,1.0,9785.84,,,CANCELLED,,,,WebSocket is not connected
456,2026-04-03T03:48:34.934625,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 6.0% (expected 10%),6,1.0,9785.1,,,CANCELLED,,,,WebSocket is not connected
455,2026-04-03T03:48:34.922905,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9785.07,,,CANCELLED,,,,WebSocket is not connected
454,2026-04-03T03:48:34.899475,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9787.27,,,CANCELLED,,,,WebSocket is not connected
453,2026-04-03T03:48:34.876826,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9785.35,,,CANCELLED,,,,WebSocket is not connected
452,2026-04-03T03:48:34.847757,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9785.87,,,CANCELLED,,,,WebSocket is not connected
451,2026-04-03T03:48:34.828350,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9784.97,,,CANCELLED,,,,WebSocket is not connected
450,2026-04-03T03:48:34.808081,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9785.16,,,CANCELLED,,,,WebSocket is not connected
449,2026-04-03T03:48:34.781026,1HZ10V,CALL,EMA9 crossed above EMA21 | RSI=38.2,UP,1.0,9785.82,,,CANCELLED,,,,WebSocket is not connected
448,2026-04-03T03:48:34.752057,1HZ10V,TICKHIGH,Momentum streak +4 ticks | RSI=55.8,HIGH,1.0,9785.73,,,CANCELLED,,,,WebSocket is not connected
447,2026-04-03T03:48:34.733651,1HZ10V,TICKHIGH,Momentum streak +3 ticks | RSI=43.8,HIGH,1.0,9785.24,,,CANCELLED,,,,WebSocket is not connected
446,2026-04-03T03:48:34.709664,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 7.0% (expected 10%),0,1.0,9785.12,,,CANCELLED,,,,WebSocket is not connected
445,2026-04-03T03:48:34.635184,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 7.0% (expected 10%),0,1.0,9785.08,,,CANCELLED,,,,WebSocket is not connected
444,2026-04-03T03:48:34.577171,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 6.0% (expected 10%),8,1.0,9785.02,,,CANCELLED,,,,WebSocket is not connected
443,2026-04-03T03:48:34.528652,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 6.0% (expected 10%),8,1.0,9785.02,,,CANCELLED,,,,WebSocket is not connected
442,2026-04-03T03:48:34.476655,1HZ10V,DIGITODD,Even% = 38% — bet ODD,ODD,1.0,9785.28,,,CANCELLED,,,,WebSocket is not connected
441,2026-04-03T03:48:17.475747,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 6.0% (expected 10%),8,1.0,9785.95,,,CANCELLED,,,,WebSocket is not connected
440,2026-04-03T03:48:17.452715,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 6.0% (expected 10%),8,1.0,9785.28,,,CANCELLED,,,,WebSocket is not connected
439,2026-04-03T03:48:17.439736,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 5.0% (expected 10%),8,1.0,9785.85,,,CANCELLED,,,,WebSocket is not connected
438,2026-04-03T03:48:17.429108,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 5.0% (expected 10%),8,1.0,9785.34,,,CANCELLED,,,,WebSocket is not connected
437,2026-04-03T03:48:17.411940,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 6.0% (expected 10%),8,1.0,9785.64,,,CANCELLED,,,,WebSocket is not connected
436,2026-04-03T03:48:17.376786,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 6.0% (expected 10%),8,1.0,9785.19,,,CANCELLED,,,,WebSocket is not connected
435,2026-04-03T03:48:17.350611,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 6.0% (expected 10%),8,1.0,9787.32,,,CANCELLED,,,,WebSocket is not connected
434,2026-04-03T03:48:17.339888,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 6.0% (expected 10%),8,1.0,9785.27,,,CANCELLED,,,,WebSocket is not connected
433,2026-04-03T03:48:14.401115,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 6.0% (expected 10%),8,1.0,9785.27,,,CANCELLED,,,,Request 68 timed out
432,2026-04-03T03:48:12.464745,1HZ10V,CALL,EMA9 crossed above EMA21 | RSI=46.2,UP,1.0,9786.1,,,CANCELLED,,,,WebSocket is not connected
431,2026-04-03T03:48:12.441861,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 5.0% (expected 10%),0,1.0,9785.45,,,CANCELLED,,,,WebSocket is not connected
430,2026-04-03T03:48:12.429820,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 5.0% (expected 10%),0,1.0,9785.96,,,CANCELLED,,,,WebSocket is not connected
429,2026-04-03T03:48:12.410460,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 5.0% (expected 10%),0,1.0,9785.21,,,CANCELLED,,,,WebSocket is not connected
428,2026-04-03T03:48:12.377736,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 5.0% (expected 10%),0,1.0,9785.81,,,CANCELLED,,,,WebSocket is not connected
427,2026-04-03T03:48:12.362862,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 5.0% (expected 10%),0,1.0,9785.39,,,CANCELLED,,,,WebSocket is not connected
426,2026-04-03T03:48:12.339559,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 5.0% (expected 10%),0,1.0,9787.14,,,CANCELLED,,,,WebSocket is not connected
425,2026-04-03T03:48:12.324665,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 5.0% (expected 10%),0,1.0,9785.42,,,CANCELLED,,,,WebSocket is not connected
424,2026-04-03T03:48:12.300131,1HZ10V,CALL,EMA9 crossed above EMA21 | RSI=47.5,UP,1.0,9786.34,,,CANCELLED,,,,WebSocket is not connected
423,2026-04-03T03:48:12.274137,1HZ10V,PUT,EMA9 crossed below EMA21 | RSI=50.2,DOWN,1.0,9785.29,,,CANCELLED,,,,WebSocket is not connected
422,2026-04-03T03:48:12.252283,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9786.08,,,CANCELLED,,,,WebSocket is not connected
421,2026-04-03T03:48:12.222705,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9785.62,,,CANCELLED,,,,WebSocket is not connected
420,2026-04-03T03:48:12.204371,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9785.76,,,CANCELLED,,,,WebSocket is not connected
419,2026-04-03T03:48:12.174158,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9785.15,,,CANCELLED,,,,WebSocket is not connected
418,2026-04-03T03:48:12.147034,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9787.03,,,CANCELLED,,,,WebSocket is not connected
417,2026-04-03T03:48:12.118187,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9785.51,,,CANCELLED,,,,WebSocket is not connected
416,2026-04-03T03:48:12.092583,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9786.33,,,CANCELLED,,,,WebSocket is not connected
415,2026-04-03T03:48:12.063832,1HZ10V,PUT,EMA9 crossed below EMA21 | RSI=50.7,DOWN,1.0,9785.25,,,CANCELLED,,,,WebSocket is not connected
414,2026-04-03T03:48:12.032881,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9785.95,,,CANCELLED,,,,WebSocket is not connected
413,2026-04-03T03:48:12.007851,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9785.51,,,CANCELLED,,,,WebSocket is not connected
412,2026-04-03T03:48:11.981462,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9785.95,,,CANCELLED,,,,WebSocket is not connected
411,2026-04-03T03:48:11.962445,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 7.0% (expected 10%),0,1.0,9785.1,,,CANCELLED,,,,WebSocket is not connected
410,2026-04-03T03:48:11.951428,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9786.96,,,CANCELLED,,,,WebSocket is not connected
409,2026-04-03T03:48:11.927701,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9785.24,,,CANCELLED,,,,WebSocket is not connected
408,2026-04-03T03:48:11.901258,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9786.13,,,CANCELLED,,,,WebSocket is not connected
407,2026-04-03T03:48:11.853526,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9785.42,,,CANCELLED,,,,WebSocket is not connected
406,2026-04-03T03:48:11.812396,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9785.83,,,CANCELLED,,,,WebSocket is not connected
405,2026-04-03T03:48:11.740299,1HZ10V,DIGITMATCH,Digit 0 underrepresented at 6.0% (expected 10%),0,1.0,9785.89,,,CANCELLED,,,,WebSocket is not connected
404,2026-04-03T03:48:11.697927,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 6.0% (expected 10%),6,1.0,9785.69,,,CANCELLED,,,,WebSocket is not connected
403,2026-04-03T03:48:11.606806,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 6.0% (expected 10%),6,1.0,9785.75,,,CANCELLED,,,,WebSocket is not connected
402,2026-04-03T03:47:54.410217,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 6.0% (expected 10%),6,1.0,9785.35,,,CANCELLED,,,,WebSocket is not connected
401,2026-04-03T03:47:54.364678,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 6.0% (expected 10%),6,1.0,9785.13,,,CANCELLED,,,,WebSocket is not connected
400,2026-04-03T03:47:54.332263,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 6.0% (expected 10%),6,1.0,9786.91,,,CANCELLED,,,,WebSocket is not connected
399,2026-04-03T03:47:54.322884,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 6.0% (expected 10%),6,1.0,9785.91,,,CANCELLED,,,,WebSocket is not connected
398,2026-04-03T03:47:54.315886,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 6.0% (expected 10%),6,1.0,9785.87,,,CANCELLED,,,,WebSocket is not connected
397,2026-04-03T03:47:54.304652,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 6.0% (expected 10%),6,1.0,9786.31,,,CANCELLED,,,,WebSocket is not connected
396,2026-04-03T03:47:54.246924,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 6.0% (expected 10%),6,1.0,9785.48,,,CANCELLED,,,,WebSocket is not connected
395,2026-04-03T03:47:51.425357,1HZ10V,DIGITMATCH,Digit 6 underrepresented at 6.0% (expected 10%),6,1.0,9785.71,,,CANCELLED,,,,Request 57 timed out
394,2026-04-03T03:47:49.369206,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.52,,,CANCELLED,,,,WebSocket is not connected
393,2026-04-03T03:47:49.337773,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.02,,,CANCELLED,,,,WebSocket is not connected
392,2026-04-03T03:47:49.321473,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9786.9,,,CANCELLED,,,,WebSocket is not connected
391,2026-04-03T03:47:49.307072,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.79,,,CANCELLED,,,,WebSocket is not connected
390,2026-04-03T03:47:49.300737,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.79,,,CANCELLED,,,,WebSocket is not connected
389,2026-04-03T03:47:49.266789,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9786.15,,,CANCELLED,,,,WebSocket is not connected
388,2026-04-03T03:47:49.235759,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.53,,,CANCELLED,,,,WebSocket is not connected
387,2026-04-03T03:47:49.223582,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.55,,,CANCELLED,,,,WebSocket is not connected
386,2026-04-03T03:47:49.191128,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9784.96,,,CANCELLED,,,,WebSocket is not connected
385,2026-04-03T03:47:49.164002,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9786.62,,,CANCELLED,,,,WebSocket is not connected
384,2026-04-03T03:47:49.143917,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9785.87,,,CANCELLED,,,,WebSocket is not connected
383,2026-04-03T03:47:49.142672,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.87,,,CANCELLED,,,,WebSocket is not connected
382,2026-04-03T03:47:49.103141,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9786.21,,,CANCELLED,,,,WebSocket is not connected
381,2026-04-03T03:47:49.031596,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.59,,,CANCELLED,,,,WebSocket is not connected
380,2026-04-03T03:47:49.012439,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.51,,,CANCELLED,,,,WebSocket is not connected
379,2026-04-03T03:47:48.998916,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.21,,,CANCELLED,,,,WebSocket is not connected
378,2026-04-03T03:47:48.973748,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9786.93,,,CANCELLED,,,,WebSocket is not connected
377,2026-04-03T03:47:48.941828,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.83,,,CANCELLED,,,,WebSocket is not connected
376,2026-04-03T03:47:48.929363,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9786.06,,,CANCELLED,,,,WebSocket is not connected
375,2026-04-03T03:47:48.912635,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9786.5,,,CANCELLED,,,,WebSocket is not connected
374,2026-04-03T03:47:48.881916,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.84,,,CANCELLED,,,,WebSocket is not connected
373,2026-04-03T03:47:48.857547,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.68,,,CANCELLED,,,,WebSocket is not connected
372,2026-04-03T03:47:48.839166,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.38,,,CANCELLED,,,,WebSocket is not connected
371,2026-04-03T03:47:48.819730,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9787.03,,,CANCELLED,,,,WebSocket is not connected
370,2026-04-03T03:47:48.795393,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.83,,,CANCELLED,,,,WebSocket is not connected
369,2026-04-03T03:47:48.766309,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.59,,,CANCELLED,,,,WebSocket is not connected
368,2026-04-03T03:47:48.733881,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.54,,,CANCELLED,,,,WebSocket is not connected
367,2026-04-03T03:47:48.677158,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.62,,,CANCELLED,,,,WebSocket is not connected
366,2026-04-03T03:47:48.618333,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9786.08,,,CANCELLED,,,,WebSocket is not connected
365,2026-04-03T03:47:48.573073,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9786.08,,,CANCELLED,,,,WebSocket is not connected
364,2026-04-03T03:47:31.636448,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.29,,,CANCELLED,,,,WebSocket is not connected
363,2026-04-03T03:47:31.604096,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.73,,,CANCELLED,,,,WebSocket is not connected
362,2026-04-03T03:47:31.573220,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9786.8,,,CANCELLED,,,,WebSocket is not connected
361,2026-04-03T03:47:31.552370,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9785.62,,,CANCELLED,,,,WebSocket is not connected
360,2026-04-03T03:47:31.522759,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9787.39,,,CANCELLED,,,,WebSocket is not connected
359,2026-04-03T03:47:31.509416,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9785.45,,,CANCELLED,,,,WebSocket is not connected
358,2026-04-03T03:47:28.487381,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9785.83,,,CANCELLED,,,,Request 47 timed out
357,2026-04-03T03:47:27.469913,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9785.23,,,CANCELLED,,,,WebSocket is not connected
356,2026-04-03T03:47:27.453407,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9785.95,,,CANCELLED,,,,WebSocket is not connected
355,2026-04-03T03:47:27.429395,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9786.71,,,CANCELLED,,,,WebSocket is not connected
354,2026-04-03T03:47:27.421339,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9785.52,,,CANCELLED,,,,WebSocket is not connected
353,2026-04-03T03:47:27.363211,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9787.4,,,CANCELLED,,,,WebSocket is not connected
352,2026-04-03T03:47:27.330945,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9785.16,,,CANCELLED,,,,WebSocket is not connected
351,2026-04-03T03:47:27.306880,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9785.1,,,CANCELLED,,,,WebSocket is not connected
350,2026-04-03T03:47:27.276385,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9786.1,,,CANCELLED,,,,WebSocket is not connected
349,2026-04-03T03:47:27.250545,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9786.72,,,CANCELLED,,,,WebSocket is not connected
348,2026-04-03T03:47:27.212801,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.65,,,CANCELLED,,,,WebSocket is not connected
347,2026-04-03T03:47:27.186596,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9787.38,,,CANCELLED,,,,WebSocket is not connected
346,2026-04-03T03:47:27.162970,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.25,,,CANCELLED,,,,WebSocket is not connected
345,2026-04-03T03:47:27.144589,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.24,,,CANCELLED,,,,WebSocket is not connected
344,2026-04-03T03:47:27.112535,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9786.34,,,CANCELLED,,,,WebSocket is not connected
343,2026-04-03T03:47:27.091353,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9786.8,,,CANCELLED,,,,WebSocket is not connected
342,2026-04-03T03:47:27.051600,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.51,,,CANCELLED,,,,WebSocket is not connected
